day,hour,num_users,karma
0.0,0.0,2230.25,3.625
0.0,1.0,1844.0,8.375
0.0,2.0,1662.125,1.875
0.0,3.0,1885.0,459.875
0.0,4.0,2049.3,21.7
0.0,5.0,2248.6666666666665,0.8333333333333334
0.0,6.0,2779.9285714285716,5.642857142857143
0.0,7.0,2969.5714285714284,31.071428571428573
0.0,8.0,2968.3571428571427,29.071428571428573
0.0,9.0,2594.45,138.25
0.0,10.0,2614.1111111111113,8.88888888888889
0.0,11.0,2492.409090909091,3.3636363636363638
0.0,12.0,3529.913043478261,4.086956521739131
0.0,13.0,2908.875,28.0
0.0,14.0,2671.6666666666665,2.466666666666667
0.0,15.0,2594.0,5.7368421052631575
0.0,16.0,2350.5714285714284,14.571428571428571
0.0,17.0,2528.375,8.0
0.0,18.0,2439.846153846154,61.0
0.0,19.0,2957.2,128.66666666666666
0.0,20.0,3250.0,8.666666666666666
0.0,21.0,3086.0,80.125
0.0,22.0,2478.0,3.6666666666666665
0.0,23.0,2423.0,20.5
1.0,0.0,2052.2,1.2
1.0,1.0,1682.0,11.75
1.0,2.0,1824.0,25.8
1.0,3.0,1725.3333333333333,46.166666666666664
1.0,4.0,1960.0,5.2
1.0,5.0,2054.0,47.0
1.0,6.0,2273.0,6.0
1.0,7.0,2307.5,1.5
1.0,8.0,2492.6,4.0
1.0,9.0,2485.0,4.0
1.0,10.0,2480.0,53.285714285714285
1.0,11.0,2432.6,367.0
1.0,12.0,2288.222222222222,32.44444444444444
1.0,13.0,2981.0,11.0
1.0,14.0,2869.6363636363635,3.5454545454545454
1.0,15.0,2327.0,2.0
1.0,16.0,2639.0,3.3333333333333335
1.0,17.0,2356.8571428571427,1.4285714285714286
1.0,18.0,2279.5,68.16666666666667
1.0,19.0,2332.0,19.666666666666668
1.0,20.0,2168.0,3.3333333333333335
1.0,21.0,2011.142857142857,4.428571428571429
1.0,22.0,1908.7142857142858,16.857142857142858
1.0,23.0,1.0,1.0
2.0,0.0,1509.0,38.6
2.0,1.0,1387.0,4.5
2.0,2.0,1454.0,3.0
2.0,3.0,1439.0,3.5
2.0,4.0,1601.5,106.16666666666667
2.0,5.0,1786.0,764.0
2.0,6.0,1956.5,2.5
2.0,7.0,2366.5,6.5
2.0,8.0,2374.4,8.4
2.0,9.0,2530.8571428571427,5.142857142857143
2.0,10.0,2486.1111111111113,8.222222222222221
2.0,11.0,2312.4,26.3
2.0,12.0,2211.8571428571427,10.0
2.0,13.0,2208.8571428571427,4.428571428571429
2.0,14.0,2268.8571428571427,50.0
2.0,15.0,2014.25,8.625
2.0,16.0,2075.714285714286,7.285714285714286
2.0,17.0,2186.5,22.666666666666668
2.0,18.0,2366.6666666666665,539.5
2.0,19.0,2821.2,1.4
2.0,20.0,3153.25,5.25
2.0,21.0,3160.5,4.0
2.0,22.0,3003.0,4.333333333333333
2.0,23.0,3050.8,3.0
3.0,0.0,3252.0,3.75
3.0,1.0,3422.0,3.0
3.0,2.0,2658.0,126.0
3.0,3.0,2733.3333333333335,4.666666666666667
3.0,4.0,3112.0,2.6
3.0,5.0,3323.5,1.25
3.0,6.0,3499.75,2.5
3.0,7.0,2895.8333333333335,43.333333333333336
3.0,8.0,2743.5,266.1666666666667
3.0,9.0,2639.5714285714284,92.28571428571429
3.0,10.0,2625.0,1.7142857142857142
3.0,11.0,2684.25,76.75
3.0,12.0,2850.714285714286,7.714285714285714
3.0,13.0,3552.1428571428573,5.142857142857143
3.0,14.0,3405.2,75.5
3.0,15.0,3193.6666666666665,3.5555555555555554
3.0,16.0,3159.5,12.7
3.0,17.0,3070.5714285714284,2.7142857142857144
3.0,18.0,2772.625,6.375
3.0,19.0,2713.1428571428573,8.857142857142858
3.0,20.0,2704.5,17.25
3.0,21.0,2608.0,0.5
3.0,22.0,2210.0,26.666666666666668
3.0,23.0,1993.2,10.8
4.0,0.0,1939.0,7.0
4.0,1.0,1670.2,20.8
4.0,2.0,1565.4,4.8
4.0,3.0,1580.857142857143,262.57142857142856
4.0,4.0,1823.0,0.0
4.0,5.0,2818.8333333333335,13.166666666666666
4.0,6.0,2716.0,24.0
4.0,7.0,2716.0,2.0
4.0,8.0,2741.5,9.833333333333334
4.0,9.0,2611.6666666666665,4.0
4.0,10.0,2285.5,6.75
4.0,11.0,2198.0,12.777777777777779
4.0,12.0,2186.75,0.25
4.0,13.0,2181.3333333333335,8.666666666666666
4.0,14.0,2159.0,6.75
4.0,15.0,2231.0,2.4
4.0,16.0,2143.2,519.1
4.0,17.0,2059.6666666666665,2.6666666666666665
4.0,18.0,2221.5714285714284,5.0
4.0,19.0,2306.3333333333335,3.6666666666666665
4.0,20.0,2535.5,4.25
4.0,21.0,3041.2,11.8
4.0,22.0,2732.0,0.6666666666666666
4.0,23.0,2564.0,3.0
5.0,0.0,2132.75,5.0
5.0,1.0,1942.3333333333333,4.0
5.0,2.0,1905.0,0.0
5.0,3.0,1767.25,55.0
5.0,4.0,1794.0,0.0
5.0,5.0,1914.0,4.166666666666667
5.0,6.0,1941.75,273.75
5.0,7.0,1910.0,1126.5
5.0,8.0,1942.8333333333333,23.833333333333332
5.0,9.0,2107.0,1.0
5.0,10.0,2061.0,4.4
5.0,11.0,2207.6666666666665,12.0
5.0,12.0,2490.25,17.25
5.0,13.0,2712.8888888888887,12.555555555555555
5.0,14.0,2835.1111111111113,8.333333333333334
5.0,15.0,2646.714285714286,2.2857142857142856
5.0,16.0,2426.5714285714284,7.928571428571429
5.0,17.0,2300.0,0.6666666666666666
5.0,18.0,2383.5,6.333333333333333
5.0,19.0,2443.25,5.75
5.0,20.0,2358.5,1.5
5.0,21.0,2208.5,1.0
5.0,22.0,2134.5,525.0
5.0,23.0,2162.0,11.333333333333334
6.0,0.0,2005.0,5.0
6.0,1.0,2338.0,4.5
6.0,2.0,2364.5,1.0
6.0,3.0,1920.2,3.0
6.0,4.0,2081.0,51.75
6.0,5.0,2694.0,90.0
6.0,6.0,2829.5555555555557,19.77777777777778
6.0,7.0,2981.285714285714,72.42857142857143
6.0,8.0,3039.0,15.5
6.0,9.0,2906.6666666666665,31.5
6.0,10.0,2690.222222222222,259.0
6.0,11.0,2764.0,9.8
6.0,12.0,3613.4545454545455,31.272727272727273
6.0,13.0,3019.823529411765,7.823529411764706
6.0,14.0,2915.2,39.333333333333336
6.0,15.0,2906.6,52.2
6.0,16.0,3136.5789473684213,16.0
