day,hour,num_users,karma
2.0,17.0,2337.4285714285716,8.285714285714286
2.0,18.0,2405.5714285714284,15.857142857142858
2.0,19.0,2474.8,34.0
2.0,20.0,2647.0,4.5
2.0,21.0,3212.3333333333335,293.0
2.0,22.0,3256.5,-1.0
2.0,23.0,2397.0,0.0
3.0,0.0,2397.0,17.0
3.0,1.0,1842.6666666666667,74.0
3.0,2.0,1813.0,1.0
3.0,3.0,1883.0,2.5
3.0,4.0,1.0,1.0
3.0,5.0,1863.0,1.5
3.0,6.0,1957.6666666666667,14.333333333333334
3.0,7.0,1892.0,67.5
3.0,8.0,2047.4,4.8
3.0,9.0,2212.714285714286,112.71428571428571
3.0,10.0,2693.4,11.6
3.0,11.0,2754.2727272727275,52.0
3.0,12.0,2793.75,5.25
3.0,13.0,3141.0,74.2
3.0,14.0,3131.625,109.125
3.0,15.0,2958.2,33.0
3.0,16.0,2802.0,1.0
3.0,17.0,2751.0,4.5
3.0,18.0,2859.0,10.666666666666666
3.0,19.0,2919.0,2.5
3.0,20.0,2923.0,-0.3333333333333333
3.0,21.0,2979.6666666666665,0.6666666666666666
3.0,22.0,2205.0,-2.0
3.0,23.0,1.0,1.0
4.0,0.0,2005.0,26.333333333333332
4.0,1.0,1957.0,-1.5
4.0,2.0,1.0,1.0
4.0,3.0,1572.4,19.2
4.0,4.0,1.0,1.0
4.0,5.0,1.0,1.0
4.0,6.0,1945.3333333333333,129.33333333333334
4.0,7.0,2151.0,16.0
4.0,8.0,2311.0,257.3333333333333
4.0,9.0,2477.6666666666665,6.0
4.0,10.0,2529.8,122.6
4.0,11.0,2535.4285714285716,13.0
4.0,12.0,2602.0,65.0
4.0,13.0,2702.625,60.375
4.0,14.0,2763.0,13.666666666666666
4.0,15.0,1.0,1.0
4.0,16.0,1.0,1.0
4.0,17.0,1.0,1.0
4.0,18.0,1.0,1.0
4.0,19.0,1.0,1.0
4.0,20.0,1.0,1.0
4.0,21.0,1.0,1.0
4.0,22.0,1.0,1.0
4.0,23.0,1.0,1.0
5.0,0.0,1.0,1.0
5.0,1.0,1.0,1.0
5.0,2.0,1.0,1.0
5.0,3.0,1.0,1.0
5.0,4.0,1.0,1.0
5.0,5.0,1.0,1.0
5.0,6.0,1.0,1.0
5.0,7.0,1.0,1.0
5.0,8.0,1.0,1.0
5.0,9.0,1.0,1.0
5.0,10.0,1.0,1.0
5.0,11.0,1.0,1.0
5.0,12.0,1.0,1.0
5.0,13.0,1.0,1.0
5.0,14.0,1.0,1.0
5.0,15.0,1.0,1.0
5.0,16.0,1.0,1.0
5.0,17.0,1.0,1.0
5.0,18.0,1.0,1.0
5.0,19.0,1.0,1.0
5.0,20.0,1.0,1.0
5.0,21.0,1.0,1.0
5.0,22.0,1.0,1.0
5.0,23.0,1.0,1.0
6.0,0.0,1.0,1.0
6.0,1.0,1.0,1.0
6.0,2.0,1.0,1.0
6.0,3.0,1.0,1.0
6.0,4.0,1.0,1.0
6.0,5.0,1.0,1.0
6.0,6.0,1.0,1.0
6.0,7.0,1.0,1.0
6.0,8.0,1.0,1.0
6.0,9.0,1.0,1.0
6.0,10.0,1.0,1.0
6.0,11.0,1.0,1.0
6.0,12.0,3294.0,9.333333333333334
6.0,13.0,3174.0,1.0
6.0,14.0,3056.0,0.75
6.0,15.0,2787.5,39.5
6.0,16.0,2514.0,7.75
6.0,17.0,2537.0,29.75
6.0,18.0,2407.0,69.33333333333333
6.0,19.0,2480.0,2.3333333333333335
6.0,20.0,2533.4,8.2
6.0,21.0,2894.5,0.5
6.0,22.0,2907.0,0.25
6.0,23.0,2689.6666666666665,16.666666666666668
