,day,num_users,karma
0,0.0,55.55555555555556,17.666666666666668
1,1.0,352.5,31.0
2,2.0,78.3,20.8
3,3.0,50.4,14.8
4,4.0,51.25,33.0
5,5.0,45.5,7.25
6,6.0,57.2,13.4
