,day,hour,num_users,karma
138,5.0,18.0,1.0,0.0
139,5.0,19.0,1.0,0.0
140,5.0,20.0,1.0,0.0
141,5.0,21.0,1.0,0.0
142,5.0,22.0,1.0,0.0
143,5.0,23.0,1.0,0.0
144,6.0,0.0,1.0,0.0
145,6.0,1.0,1.0,0.0
146,6.0,2.0,1.0,0.0
147,6.0,3.0,1.0,0.0
148,6.0,4.0,1.0,0.0
149,6.0,5.0,1.0,0.0
150,6.0,6.0,1.0,0.0
151,6.0,7.0,1.0,0.0
152,6.0,8.0,1.0,0.0
153,6.0,9.0,1.0,0.0
154,6.0,10.0,1.0,0.0
155,6.0,11.0,1.0,0.0
156,6.0,12.0,3294.0,9.333333333333334
157,6.0,13.0,3174.0,1.0
158,6.0,14.0,3056.0,0.75
159,6.0,15.0,2787.5,39.5
160,6.0,16.0,2514.0,7.75
161,6.0,17.0,2537.0,29.75
162,6.0,18.0,2407.0,69.33333333333333
163,6.0,19.0,2480.0,2.3333333333333335
164,6.0,20.0,2533.4,8.2
165,6.0,21.0,2894.5,0.5
166,6.0,22.0,2907.0,0.25
167,6.0,23.0,2689.6666666666665,16.666666666666668
