,day,num_users,karma
0,0.0,4211.185840707964,33.69911504424779
1,1.0,3789.7631578947367,29.035087719298247
2,2.0,3643.1071428571427,36.32142857142857
3,3.0,3630.6478873239435,56.42253521126761
4,4.0,2675.181818181818,27.0
5,5.0,1.0,0.0
6,6.0,5648.5,53.5
